Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.1.0.01.1.0 - Aluguéis e Arrendamentos;siconfi-cor_RO1.3.1.0.01.1.0;64323168,7
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.1.0.02.0.0 - Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos;siconfi-cor_RO1.3.1.0.02.0.0;13107305,5
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.2.0.00.0.0 - Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.0.0;351521234,6
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.2.1.00.0.0 - Juros e Correções Monetárias;siconfi-cor_RO1.3.2.1.00.0.0;338278374
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.1.00.1.0;336045235,2
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.2.1.00.4.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;siconfi-cor_RO1.3.2.1.00.4.0;2233138,79
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.2.2.00.0.0 - Dividendos;siconfi-cor_RO1.3.2.2.00.0.0;13242860,58
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.4.0.00.0.0 - Exploração de Recursos Naturais;siconfi-cor_RO1.3.4.0.00.0.0;5761777,3
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.4.5.00.0.0 - Exploração de Recursos Hídricos;siconfi-cor_RO1.3.4.5.00.0.0;5761777,3
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.4.5.01.0.0 - Outorga de Direitos de Uso de Recursos Hídricos;siconfi-cor_RO1.3.4.5.01.0.0;5761777,3
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.6.0.00.0.0 - Cessão de Direitos;siconfi-cor_RO1.3.6.0.00.0.0;66720402,93
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.6.0.01.0.0 - Cessão do Direito de Operacionalização de Pagamentos;siconfi-cor_RO1.3.6.0.01.0.0;66720402,93
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.6.0.01.1.0 - Cessão do Direito de Operacionalização de Pagamentos;siconfi-cor_RO1.3.6.0.01.1.0;66720402,93
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.3.9.0.00.0.0 - Demais Receitas Patrimoniais;siconfi-cor_RO1.3.9.0.00.0.0;4533,3
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.4.0.0.00.0.0 - Receita Agropecuária;siconfi-cor_RO1.4.0.0.00.0.0;245627,62
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.0.0.00.0.0 - Receita de Serviços;siconfi-cor_RO1.6.0.0.00.0.0;156393920,9
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais;siconfi-cor_RO1.6.1.0.00.0.0;110354393,5
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.1.0.01.0.0 - Serviços Administrativos e Comerciais Gerais;siconfi-cor_RO1.6.1.0.01.0.0;31800814,73
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos;siconfi-cor_RO1.6.1.0.02.0.0;167792,96
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização;siconfi-cor_RO1.6.1.0.03.0.0;77578350,21
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.1.0.04.0.0 - Serviços de Informação e Tecnologia;siconfi-cor_RO1.6.1.0.04.0.0;807435,55
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.2.0.00.0.0 - Serviços e Atividades Referentes à Navegação e ao Transporte;siconfi-cor_RO1.6.2.0.00.0.0;296506,04
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.2.0.02.0.0 - Serviços de Transporte;siconfi-cor_RO1.6.2.0.02.0.0;296506,04
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde;siconfi-cor_RO1.6.3.0.00.0.0;953464,08
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.3.8.00.0.0 - Serviços e Atividades Referentes à Saúde - Específico para Estados/DF/Municípios;siconfi-cor_RO1.6.3.8.00.0.0;953464,08
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.3.8.01.0.0 - Serviços de Saúde - Específico para Estados/DF/Municípios;siconfi-cor_RO1.6.3.8.01.0.0;953464,08
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.3.8.01.9.0 - Outros Serviços de Saúde;siconfi-cor_RO1.6.3.8.01.9.0;953464,08
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.4.0.00.0.0 - Serviços e Atividades Financeiras;siconfi-cor_RO1.6.4.0.00.0.0;34262046,1
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.4.0.01.0.0 - Retorno de Operações, Juros e Encargos Financeiros;siconfi-cor_RO1.6.4.0.01.0.0;34262046,1
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.9.0.00.0.0 - Outros Serviços;siconfi-cor_RO1.6.9.0.00.0.0;10527511,26
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.6.9.0.99.0.0 - Outros Serviços;siconfi-cor_RO1.6.9.0.99.0.0;10527511,26
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.0.0.00.0.0 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.0.0;19268040747
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.0.00.0.0 - Transferências da União e de suas Entidades;siconfi-cor_RO1.7.1.0.00.0.0;15924345877
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.00.0.0 - Transferências da União - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.1.8.00.0.0;15924345877
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.01.0.0 - Participação na Receita da União;siconfi-cor_RO1.7.1.8.01.0.0;11874182547
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.01.1.0 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal;siconfi-cor_RO1.7.1.8.01.1.0;11563944594
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.01.6.0 - Cota-Parte do Imposto Sobre Produtos Industrializados ¿ Estados Exportadores de Produtos Industrializados;siconfi-cor_RO1.7.1.8.01.6.0;281755904,6
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.01.7.0 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;siconfi-cor_RO1.7.1.8.01.7.0;28482030,6
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.01.8.0 - Cota-Parte do Imposto Sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ¿ Comercialização do Ouro;siconfi-cor_RO1.7.1.8.01.8.0;17,64
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.0.0 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.1.8.02.0.0;317111259,7
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.1.0 - Cota-parte da Compensação Financeira de Recursos Hídricos;siconfi-cor_RO1.7.1.8.02.1.0;17802135,1
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.2.0 - Cota-parte da Compensação Financeira de Recursos Minerais - CFEM;siconfi-cor_RO1.7.1.8.02.2.0;27047740,35
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.3.0 - Cota-parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89;siconfi-cor_RO1.7.1.8.02.3.0;216792296,2
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.5.0 - Cota-parte Royalties pela Participação Especial ¿ Lei nº 9.478/97, artigo 50;siconfi-cor_RO1.7.1.8.02.5.0;1696785,31
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.02.6.0 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.1.8.02.6.0;53772302,74
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.0.0 - Transferência de Recursos do Sistema Único de Saúde ¿ SUS ¿ Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;siconfi-cor_RO1.7.1.8.03.0.0;1644517368
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.1.0 - Transferência de Recursos do SUS ¿ Atenção Primária;siconfi-cor_RO1.7.1.8.03.1.0;6684808,95
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção Especializada;siconfi-cor_RO1.7.1.8.03.2.0;1583229438
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.3.0 - Transferência de Recursos do SUS ¿ Vigilância em Saúde;siconfi-cor_RO1.7.1.8.03.3.0;41687533,81
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.4.0 - Transferência de Recursos do SUS ¿ Assistência Farmacêutica;siconfi-cor_RO1.7.1.8.03.4.0;12745587,45
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.03.5.0 - Transferência de Recursos do SUS ¿ Gestão do SUS;siconfi-cor_RO1.7.1.8.03.5.0;170000
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.04.0.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Repasses Fundo a Fundo - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;siconfi-cor_RO1.7.1.8.04.0.0;556428703,1
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.04.5.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Gestão do SUS;siconfi-cor_RO1.7.1.8.04.5.0;556428703,1
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.05.0.0 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE;siconfi-cor_RO1.7.1.8.05.0.0;153674275,4
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.05.1.0 - Transferências do Salário-Educação;siconfi-cor_RO1.7.1.8.05.1.0;93605586,87
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.05.2.0 - Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola ¿ PDDE;siconfi-cor_RO1.7.1.8.05.2.0;11019,48
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.05.3.0 - Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar ¿ PNAE;siconfi-cor_RO1.7.1.8.05.3.0;57414549
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.05.9.0 - Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE;siconfi-cor_RO1.7.1.8.05.9.0;2643120
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.09.0.0 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB;siconfi-cor_RO1.7.1.8.09.0.0;1074725120
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.10.0.0 - Transferências de Convênios da União e de Suas Entidades;siconfi-cor_RO1.7.1.8.10.0.0;19508463,13
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.10.2.0 - Transferências de Convênios da União Destinadas a Programas de Educação;siconfi-cor_RO1.7.1.8.10.2.0;3908007,99
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.10.9.0 - Outras Transferências de Convênios da União;siconfi-cor_RO1.7.1.8.10.9.0;15600455,14
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.12.0.0 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS;siconfi-cor_RO1.7.1.8.12.0.0;1017974,87
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.1.8.99.0.0 - Outras Transferências da União;siconfi-cor_RO1.7.1.8.99.0.0;283180165,8
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.3.0.00.0.0 - Transferências dos Municípios e de suas Entidades;siconfi-cor_RO1.7.3.0.00.0.0;57600
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.3.8.00.0.0 - Transferências dos Municípios -Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.3.8.00.0.0;57600
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.3.8.10.0.0 - Transferência de Convênios dos Municípios e de Suas Entidades;siconfi-cor_RO1.7.3.8.10.0.0;57600
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.3.8.10.9.0 - Outras Transferências de Convênios dos Municípios;siconfi-cor_RO1.7.3.8.10.9.0;57600
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.4.0.00.0.0 - Transferências de Instituições Privadas;siconfi-cor_RO1.7.4.0.00.0.0;17123057,03
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.4.8.00.0.0 - Transferências de Instituições Privadas - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.4.8.00.0.0;17123057,03
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.4.8.01.0.0 - Transferência de Convênios de Instituições Privadas para EST/DF/MUN;siconfi-cor_RO1.7.4.8.01.0.0;17123057,03
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.5.0.00.0.0 - Transferências de Outras Instituições Públicas;siconfi-cor_RO1.7.5.0.00.0.0;3326221710
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.5.8.00.0.0 - Transferências de Outras Instituições Públicas - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.5.8.00.0.0;3326221710
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.5.8.01.0.0 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB;siconfi-cor_RO1.7.5.8.01.0.0;3326221710
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.6.0.00.0.0 - Transferências do Exterior;siconfi-cor_RO1.7.6.0.00.0.0;247278,53
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.6.8.00.0.0 - Transferências do Exterior - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.6.8.00.0.0;247278,53
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.6.8.01.0.0 - Transferência de Convênios do Exterior;siconfi-cor_RO1.7.6.8.01.0.0;247278,53
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.6.8.01.9.0 - Outras Transferência de Convênios do Exterior - Não Especificadas Anteriormente;siconfi-cor_RO1.7.6.8.01.9.0;247278,53
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.7.0.00.0.0 - Transferências de Pessoas Físicas;siconfi-cor_RO1.7.7.0.00.0.0;45224,22
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.7.8.00.0.0 - Transferências de Pessoas Físicas - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.7.8.00.0.0;45224,22
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.7.8.01.0.0 - Transferências de Pessoas Físicas - Específicas de E/DF/M;siconfi-cor_RO1.7.7.8.01.0.0;45224,22
Governo do Estado da Bahia;29;BA;14930634;Receitas Brutas Realizadas;1.7.7.8.01.9.0 - Outras Transferência de Pessoas Físicas- Específicas de E/DF/M - Não Especificadas Anteriormente;siconfi-cor_RO1.7.7.8.01.9.0;45224,22
